ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
123,97,4,323202,6/17/2020,6/24/2020 12:00:00 a. m.,1068000,20,11000,1294800,MORON,TOYOTA,TOYOTA HILUX LN 3.0 D/C 4X2 TDI SRV CUE,2011,"1.268.750,00",200750,9/25/2020 12:00:00 a. m.
124,97,4,323558,6/17/2020,6/22/2020 12:00:00 a. m.,460000,10,0,506000,MARTINEZ,PEUGEOT,PEUGEOT PARTNER PATA. 1.6 HDI VTC L/10,2010,"505.000,00",45000,7/13/2021 12:00:00 a. m.
125,97,4,324289,6/20/2020,6/23/2020 12:00:00 a. m.,607200,10,30000,700920,EXT.CASA MATRIZ,VOLKSWAGEN,VW NEW BEETLE 2.5 SPORT TIPTRONIC,2007,"637.200,00",30000,3/29/2021 12:00:00 a. m.
126,97,4,327260,6/25/2020,7/20/2020 12:00:00 a. m.,456000,99,0,456000,BUENOS AIRES,RENAULT,RENAULT KANGOO 2 1.5 D SPORTWAY 2 PLC,2009,"380.000,00",-76000,11/18/2020 12:00:00 a. m.
127,97,4,327273,6/24/2020,12/31/2020 12:00:00 a. m.,246000,20,0,295200,QUILMES,CHEVROLET,CHEVROLET CORSA 2 CD 1.8 4 PTAS. ABS,2007,"246.000,00",0,1/4/2021 12:00:00 a. m.
128,97,4,328442,6/27/2020,7/8/2020 12:00:00 a. m.,300000,20,0,360000,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS ABS AB LL,2016,"360.000,00",60000,2/8/2021 12:00:00 a. m.
129,97,4,329024,6/29/2020,8/2/2020 12:00:00 a. m.,2296000,10,0,2525600,MORON,MERCEDES BENZ,M.BENZ SPRINTER 515 CDI C 4325 19+1,2013,"2.480.000,00",184000,10/1/2021 12:00:00 a. m.
130,97,4,329430,6/26/2020,11/20/2020 12:00:00 a. m.,1227600,20,650000,2253120,MORON,MERCEDES BENZ,M.BENZ LO-914,2005,"2.253.120,00",1025520,1/19/2021 12:00:00 a. m.
131,97,44,1066,11/3/2019,11/4/2019 12:00:00 a. m.,39000,99,0,39000,NOROESTE ARGENTINO,HONDA,HONDA WAVE 110,2019,"39.000,00",0,3/5/2021 12:00:00 a. m.
132,97,44,1674,1/15/2020,2/12/2020 12:00:00 a. m.,48300,20,0,57960,ROSARIO,BAJAJ,BAJAJ ROUSER 135 LS,2013,"48.000,00",-300,11/9/2020 12:00:00 a. m.
133,97,44,2267,4/29/2020,5/5/2020 12:00:00 a. m.,210000,10,0,231000,AVELLANEDA,HONDA,HONDA NX 400 FALCON,2011,"231.000,00",21000,3/1/2021 12:00:00 a. m.
134,97,44,2500,6/19/2020,6/25/2020 12:00:00 a. m.,222000,30,0,288600,AVELLANEDA,HONDA,HONDA CBX 250 TWISTER (SPORT),2017,"222.000,00",0,9/16/2021 12:00:00 a. m.
135,98,4,944,6/30/2020,7/8/2020 12:00:00 a. m.,306000,20,17500,388200,MORON,RENAULT,RENAULT KANGOO 2 1.5 D EX. 1 PLC CONFORT AA,2009,"340.000,00",34000,6/15/2021 12:00:00 a. m.
136,98,4,1694,7/1/2020,11/18/2020 12:00:00 a. m.,1330000,20,670000,2400000,INTERIOR BS.AS.,SEMI REMOLQUE,S.REMOLQUE PLAYO 3 EJES,2019,"2.400.000,00",1070000,2/12/2021 12:00:00 a. m.
137,98,4,4730,6/23/2020,8/20/2020 12:00:00 a. m.,246400,20,0,295680,CORDOBA,FIAT,FIAT PALIO 1.4 5 P ELX,2007,"260.000,00",13600,2/26/2021 12:00:00 a. m.
138,98,4,4946,7/10/2020,7/13/2020 12:00:00 a. m.,210000,10,25000,258500,QUILMES,PEUGEOT,PEUGEOT PARTNER 1.4,2002,"250.000,00",40000,5/10/2021 12:00:00 a. m.
139,98,4,7742,7/13/2020,8/2/2020 12:00:00 a. m.,858000,20,0,1029600,MENDOZA,FIAT,FIAT IVECO DAILY 35.10 C/D,2005,"810.000,00",-48000,1/2/2021 12:00:00 a. m.
140,98,4,8082,7/15/2020,7/23/2020 12:00:00 a. m.,294000,10,0,323400,MORON,FORD,FORD ECO SPORT 2.0 XLS,2008,"323.400,00",29400,2/11/2021 12:00:00 a. m.
141,98,4,9227,7/17/2020,9/12/2020 12:00:00 a. m.,215000,10,0,236500,BUENOS AIRES,RENAULT,RENAULT CLIO 2 F2 1.2 5P. PACK,2007,"236.500,00",21500,10/7/2021 12:00:00 a. m.
142,98,4,10877,7/20/2020,,588000,20,60000,777600,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 408 FELINE 2.0 N 4 P.,2011,"682.000,00",94000,7/13/2021 12:00:00 a. m.
143,98,4,11105,7/20/2020,8/31/2020 12:00:00 a. m.,880000,20,0,1056000,QUILMES,RENAULT,RENAULT MIDLUM 300 T DCI AUTHENTIC 4X2,2006,"1.056.000,00",176000,2/22/2021 12:00:00 a. m.
144,98,4,12240,7/11/2020,7/29/2020 12:00:00 a. m.,248400,99,40000,288400,MORON,VOLKSWAGEN,VW GOL COUNTRY 1.6 COMFORTLINE LN,2008,"285.500,00",37100,2/10/2021 12:00:00 a. m.
145,98,4,14057,7/27/2020,7/31/2020 12:00:00 a. m.,294000,10,0,323400,MORON,RENAULT,RENAULT KANGOO EXPRESS GENERIQUE 1.9 D,2006,"249.900,00",-44100,9/17/2021 12:00:00 a. m.
146,98,4,15246,7/28/2020,8/11/2020 12:00:00 a. m.,324000,20,0,388800,MENDOZA,FORD,FORD KA 1.0 FLY PLUS L/11,2011,"300.000,00",-24000,4/8/2021 12:00:00 a. m.
147,98,4,16310,7/29/2020,7/30/2020 12:00:00 a. m.,522000,99,6000,528000,AVELLANEDA,CITROEN,CITROEN BERLINGO MULTISPACE 1.6 I SX,2011,"528.000,00",6000,12/4/2020 12:00:00 a. m.
148,98,4,17539,7/30/2020,8/11/2020 12:00:00 a. m.,240000,10,0,264000,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER 1.9 D,2001,"264.000,00",24000,10/28/2021 12:00:00 a. m.
149,98,4,18287,8/2/2020,9/1/2020 12:00:00 a. m.,130000,20,25000,186000,ROSARIO,RENAULT,RENAULT 19 RN 4 PTAS (RNI),1994,"175.000,00",45000,3/8/2021 12:00:00 a. m.
150,98,4,18704,7/31/2020,9/14/2020 12:00:00 a. m.,147600,20,0,177120,MARTINEZ,RENAULT,RENAULT CLIO 2 1.6 RN 5 PTAS.,2002,"170.000,00",22400,10/30/2020 12:00:00 a. m.
151,98,4,19047,8/2/2020,8/25/2020 12:00:00 a. m.,678800,30,200000,1142440,NOROESTE ARGENTINO,VOLKSWAGEN,VW VENTO 2.0 FSI ELEGANCE,2009,"990.000,00",311200,1/21/2021 12:00:00 a. m.
152,98,4,21697,7/9/2020,8/12/2020 12:00:00 a. m.,420000,20,0,504000,MORON,VOLKSWAGEN,VW BORA 1.9 TDI TRENDLINE,2005,"402.500,00",-17500,4/7/2021 12:00:00 a. m.
153,98,4,21997,7/31/2020,8/31/2020 12:00:00 a. m.,804000,20,0,964800,BUENOS AIRES,FORD,FORD RANGER XLS 3.0 TDI DC 4X2 L/10,2010,"804.000,00",0,10/6/2020 12:00:00 a. m.
154,98,4,22481,8/3/2020,3/12/2021 12:00:00 a. m.,290400,10,0,319440,ROSARIO,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS SPIRIT,2012,"319.440,00",29040,11/25/2021 12:00:00 a. m.
155,98,4,22660,8/7/2020,8/10/2020 12:00:00 a. m.,155000,20,40000,234000,LOMAS DE ZAMORA,FORD,FORD F-100 6 CIL ST,1977,"234.000,00",79000,2/23/2021 12:00:00 a. m.
156,98,4,22758,8/8/2020,8/13/2020 12:00:00 a. m.,495600,99,60000,555600,AVELLANEDA,VOLKSWAGEN,VW SURAN 1.6 COMFORTLINE L/10,2013,"555.600,00",60000,1/5/2021 12:00:00 a. m.
157,98,4,23255,8/6/2020,8/12/2020 12:00:00 a. m.,912000,10,0,1003200,BUENOS AIRES,CHRYSLER,JEEP CHEROKEE CRD,2008,"1.003.200,00",91200,11/26/2020 12:00:00 a. m.
158,98,4,24541,8/10/2020,12/11/2020 12:00:00 a. m.,610000,20,0,732000,AVELLANEDA,FORD,FORD ECO SPORT 1.6 TITANIUM L/13,2013,"732.000,00",122000,2/8/2021 12:00:00 a. m.
159,98,4,25182,8/11/2020,9/18/2020 12:00:00 a. m.,432000,20,0,518400,BUENOS AIRES,FORD,FORD FIESTA 1.6 4 PTAS TREND (KD),2011,"518.400,00",86400,1/18/2021 12:00:00 a. m.
160,98,4,26747,8/13/2020,8/18/2020 12:00:00 a. m.,550000,20,0,660000,MARTINEZ,CHEVROLET,CHEVROLET PRISMA 1.4 LS JOY + L/17,2018,"660.000,00",110000,1/5/2021 12:00:00 a. m.
161,98,4,27547,8/16/2020,8/28/2020 12:00:00 a. m.,270000,10,0,297000,ROSARIO,RENAULT,RENAULT CLIO 2 SPORT 1.6,2001,"297.000,00",27000,2/24/2021 12:00:00 a. m.
162,98,4,27602,8/15/2020,11/9/2020 12:00:00 a. m.,372000,10,0,409200,BUENOS AIRES,CHEVROLET,CHEVROLET AGILE LT 1.4 5 PTAS.,2011,"395.000,00",23000,12/22/2020 12:00:00 a. m.
163,98,4,28258,8/14/2020,8/26/2020 12:00:00 a. m.,618000,10,85000,773300,MORON,FORD,FORD F-100 4.3 D MWM,1998,"773.000,00",155000,12/1/2020 12:00:00 a. m.
164,98,4,28638,8/13/2020,8/27/2020 12:00:00 a. m.,552000,20,0,662400,MORON,ISUZU,ISUZU CAB.DOB. 4X4 2.8 TURBO DLX (GM),2005,"560.000,00",8000,12/27/2020 12:00:00 a. m.
165,98,4,29787,8/19/2020,8/17/2021 12:00:00 a. m.,768000,20,60500,994200,MONTE GRANDE,JEEP,JEEP PATRIOT 2.4 SPORT ATX,2011,"970.000,00",202000,8/17/2021 12:00:00 a. m.
166,98,4,30516,8/20/2020,8/24/2020 12:00:00 a. m.,554000,20,0,664800,EXT.CASA MATRIZ,HONDA,HONDA CRV 2.4 EXL 4X4 AUT,2006,"635.000,00",81000,5/7/2021 12:00:00 a. m.
167,98,4,33229,8/25/2020,8/30/2020 12:00:00 a. m.,285600,10,40000,358160,QUILMES,CHEVROLET,CHEVROLET CORSA 1.4 4 P GLS L/09 (CLASSIC),2010,"358.160,00",72560,3/2/2021 12:00:00 a. m.
168,98,4,33291,8/19/2020,2/3/2021 12:00:00 a. m.,2832000,99,0,2832000,NOROESTE ARGENTINO,MERCEDES BENZ,M.BENZ LS 1634-45/51,2008,"2.832.000,00",0,3/18/2021 12:00:00 a. m.
169,98,4,33299,8/19/2020,2/3/2021 12:00:00 a. m.,1200000,99,0,1200000,NOROESTE ARGENTINO,SEMI REMOLQUE,S.REMOLQUE PLAYO 2 EJES,2011,"1.200.000,00",0,3/18/2021 12:00:00 a. m.
170,98,4,33420,8/25/2020,9/8/2020 12:00:00 a. m.,456000,20,0,547200,BUENOS AIRES,VOLKSWAGEN,VOLKSWAGEN GOL TREND 1.6 GP I MOTION,2013,"460.000,00",4000,11/17/2020 12:00:00 a. m.
171,98,4,34302,8/22/2020,9/11/2020 12:00:00 a. m.,250001,20,0,300001,CASA MATRIZ,CHEVROLET,CHEVROLET MERIVA GL 1.7 TD,2005,"300.001,00",50000,12/22/2020 12:00:00 a. m.
172,98,4,34475,8/26/2020,9/5/2020 12:00:00 a. m.,223200,20,0,267840,QUILMES,CHEVROLET,CHEVROLET CORSA 1.6 3 P. GL CITY,2004,"267.840,00",44640,5/27/2021 12:00:00 a. m.
173,98,4,34556,8/24/2020,10/22/2020 12:00:00 a. m.,230500,20,0,276600,MORON,CHEVROLET,CHEVROLET ASTRA GL 2.0 4 PTAS. TD,2004,"220.350,00",-10150,11/4/2020 12:00:00 a. m.
174,98,4,35687,8/23/2020,8/28/2020 12:00:00 a. m.,528000,99,0,528000,BUENOS AIRES,FORD,FORD RANGER XLT 2.8 TDI D/C 4X2 L/N,2004,"528.000,00",0,3/2/2021 12:00:00 a. m.
175,98,4,37803,8/28/2020,4/4/2021 12:00:00 a. m.,382800,20,30000,495360,BUENOS AIRES,VOLKSWAGEN,VW GOL 1.4 5 P POWER,2013,"415.000,00",32200,6/21/2021 12:00:00 a. m.
176,98,4,38390,8/30/2020,11/6/2020 12:00:00 a. m.,340800,10,0,374880,MORON,FIAT,FIAT SIENA 1.4 ELX EMOTION,2008,"340.800,00",0,12/21/2020 12:00:00 a. m.
177,98,4,38840,8/25/2020,9/8/2020 12:00:00 a. m.,1044000,20,0,1252800,MORON,MERCEDES BENZ,M.BENZ SPRINTER 413 MINIBUS 4025 19+1,2006,"1.075.000,00",31000,10/5/2021 12:00:00 a. m.
178,98,4,39220,9/1/2020,9/6/2020 12:00:00 a. m.,336000,20,0,403200,AVELLANEDA,CHEVROLET,CHEVROLET AVEO 1.6 LT,2010,"380.000,00",44000,3/9/2021 12:00:00 a. m.
179,98,4,40448,9/2/2020,9/14/2020 12:00:00 a. m.,233200,10,0,256520,ROSARIO,VOLKSWAGEN,VW CADDY 1.6 MI,2000,"226.500,00",-6700,1/8/2021 12:00:00 a. m.
180,98,4,41263,8/31/2020,9/25/2020 12:00:00 a. m.,342000,20,0,410400,ROSARIO,CHEVROLET,CHEVROLET MERIVA GL 1.8,2008,"410.400,00",68400,2/24/2021 12:00:00 a. m.
181,98,4,42232,9/7/2020,9/15/2020 12:00:00 a. m.,220000,10,0,242000,MORON,CHEVROLET,CHEVROLET CORSA GL 1.6 WAGON A/A D/H CLASSIC,2004,"220.000,00",0,2/24/2021 12:00:00 a. m.
182,98,4,43036,9/6/2020,9/15/2020 12:00:00 a. m.,612000,20,0,734400,MORON,VOLKSWAGEN,VW SURAN 1.6 COMFORTLINE L/15,2015,"675.000,00",63000,12/1/2020 12:00:00 a. m.
183,98,4,43575,4/27/2020,9/10/2020 12:00:00 a. m.,264000,20,0,316800,SAN MARTIN,RENAULT,RENAULT LOGAN 1.6 8V PACK L/10,2011,"250.000,00",-14000,1/19/2021 12:00:00 a. m.
184,98,4,43928,9/9/2020,9/15/2020 12:00:00 a. m.,402000,20,0,482400,MORON,FORD,FORD RANGER XL 2.5,1999,"480.000,00",78000,12/18/2020 12:00:00 a. m.
185,98,4,44405,9/8/2020,9/15/2020 12:00:00 a. m.,275000,20,3000,333600,QUILMES,CHEVROLET,CHEVROLET MERIVA GL 1.7 TD,2005,"330.000,00",55000,2/10/2021 12:00:00 a. m.
186,98,4,44592,9/9/2020,9/17/2020 12:00:00 a. m.,614400,10,0,675840,AVELLANEDA,VOLKSWAGEN,VW FOX 1.6 CROSSFOX TRENDLINE L/10,2014,"630.000,00",15600,12/21/2020 12:00:00 a. m.
187,98,4,44616,9/9/2020,9/11/2020 12:00:00 a. m.,996000,20,0,1195200,AVELLANEDA,FORD,FORD KUGA 2.5 TREND 4X4,2012,"1.100.000,00",104000,3/18/2021 12:00:00 a. m.
188,98,4,45062,9/9/2020,9/15/2020 12:00:00 a. m.,342000,20,0,410400,MORON,FORD,FORD ECO SPORT 1.6 XL PLUS L/07,2008,"390.000,00",48000,12/23/2020 12:00:00 a. m.
189,98,4,45498,9/9/2020,4/10/2021 12:00:00 a. m.,768000,20,0,921600,SAN MARTIN,MERCEDES BENZ,M.BENZ SPRINTER 313D FURGON 3550 V1 T/E,2005,"895.000,00",127000,4/21/2021 12:00:00 a. m.
190,98,4,46211,9/10/2020,9/14/2020 12:00:00 a. m.,136800,10,0,150480,EXT.CASA MATRIZ,FORD,FORD ESCORT LX,1994,"136.800,00",0,12/15/2021 12:00:00 a. m.
191,98,4,46360,9/9/2020,10/14/2020 12:00:00 a. m.,460000,10,40000,550000,SAN MARTIN,CITROEN,CITROEN C 4 1.6 I 5 PTAS. X PACK PLUS,2013,"518.000,00",58000,8/3/2021 12:00:00 a. m.
192,98,4,46362,8/30/2020,9/23/2020 12:00:00 a. m.,410400,20,45000,546480,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS SPIRIT,2012,"455.000,00",44600,4/21/2021 12:00:00 a. m.
193,98,4,46791,9/11/2020,11/10/2020 12:00:00 a. m.,300000,10,0,330000,CASA MATRIZ,CITROEN,CITROEN C 3 1.4 HDI EXCLUSIVE,2007,"330.000,00",30000,1/28/2021 12:00:00 a. m.
194,98,4,46956,9/10/2020,,84000,20,0,100800,TANDIL,PEUGEOT,PEUGEOT 504 GR II,1986,"84.000,00",0,4/23/2021 12:00:00 a. m.
195,98,4,47209,9/14/2020,3/23/2021 12:00:00 a. m.,432000,20,0,518400,MISIONES,RENAULT,RENAULT MEGANE II 2.0 LUXE GRAND TOUR,2008,"518.400,00",86400,7/8/2021 12:00:00 a. m.
196,98,4,49007,9/15/2020,9/17/2020 12:00:00 a. m.,864000,20,55000,1102800,MARTINEZ,CHERY,CHERY TIGGO 3 1.6 4X2 CONFORT L/16,2017,"950.000,00",86000,2/9/2021 12:00:00 a. m.
197,98,4,49304,7/2/2020,11/4/2020 12:00:00 a. m.,125000,20,900,151080,MORON,FIAT,FIAT PALIO EL 1.7 TD 5P. A/A LVE,2000,"151.000,00",26000,3/8/2021 12:00:00 a. m.
198,98,4,49872,9/17/2020,9/18/2020 12:00:00 a. m.,360000,20,60000,504000,BUENOS AIRES,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS. COMFORTLINE,2010,"450.000,00",90000,1/4/2021 12:00:00 a. m.
199,98,4,49893,9/12/2020,12/1/2020 12:00:00 a. m.,350100,10,0,385110,SAN MARTIN,RENAULT,RENAULT MEGANE II 1.5 LUXE DCI GRAND TOUR,2007,"385.000,00",34900,12/14/2020 12:00:00 a. m.
200,98,4,49935,9/16/2020,11/20/2020 12:00:00 a. m.,600000,20,0,720000,ROSARIO,FORD,FORD FOCUS LN 2.0 4 P. GHIA EXE AUT.,2012,"440.000,00",-160000,2/4/2021 12:00:00 a. m.
201,98,4,50143,9/2/2020,9/21/2020 12:00:00 a. m.,691200,20,0,829440,SAN MARTIN,PEUGEOT,PEUGEOT 308 FELINE 2.0 N,2014,"829.440,00",138240,5/5/2021 12:00:00 a. m.
202,98,4,50366,9/17/2020,9/19/2020 12:00:00 a. m.,2527600,20,0,3033120,EXT.CASA MATRIZ,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X2 TDI SRV,2018,"2.864.060,00",336460,1/11/2021 12:00:00 a. m.
203,98,4,50878,9/16/2020,9/21/2020 12:00:00 a. m.,330000,20,35000,438000,BUENOS AIRES,TOYOTA,TOYOTA COROLLA 1.8 XEI L/N,2006,"365.000,00",35000,2/22/2021 12:00:00 a. m.
204,98,4,51845,9/19/2020,9/23/2020 12:00:00 a. m.,520000,10,0,572000,BUENOS AIRES,VOLKSWAGEN,VW VENTO 2.0 TDI 140 HP SPORTLINE,2007,"572.000,00",52000,7/6/2021 12:00:00 a. m.
205,98,4,51881,9/19/2020,10/7/2020 12:00:00 a. m.,280000,10,0,308000,SAN MARTIN,FORD,FORD KA 1.6 PULSE,2009,"308.000,00",28000,2/10/2021 12:00:00 a. m.
206,98,4,52355,9/19/2020,9/22/2020 12:00:00 a. m.,420000,20,0,504000,CASA MATRIZ,PEUGEOT,PEUGEOT PARTNER 1.9 D PLC PRESENCE,2007,"420.000,00",0,1/29/2021 12:00:00 a. m.
207,98,4,52730,9/19/2020,10/23/2020 12:00:00 a. m.,312000,20,40000,422400,BUENOS AIRES,RENAULT,RENAULT LOGAN 1.6 8V CONFORT II C/ABS,2013,"374.400,00",62400,8/13/2021 12:00:00 a. m.
208,98,4,53487,9/21/2020,10/1/2020 12:00:00 a. m.,426000,20,35000,553200,BUENOS AIRES,CHEVROLET,CHEVROLET MERIVA 1.8 GLS,2011,"460.000,00",34000,1/14/2021 12:00:00 a. m.
209,98,4,53505,9/22/2020,9/28/2020 12:00:00 a. m.,260000,20,45000,366000,AVELLANEDA,CHEVROLET,CHEVROLET CORSA WAGON 1.4 GLS L/09 (CLASSIC),2009,"357.000,00",97000,3/22/2021 12:00:00 a. m.
210,98,4,54314,9/14/2020,10/7/2020 12:00:00 a. m.,384000,99,0,384000,QUILMES,CITROEN,CITROEN BERLINGO FURGON 1.9 D FULL,2007,"384.000,00",0,3/18/2021 12:00:00 a. m.
211,98,4,54403,9/23/2020,10/27/2020 12:00:00 a. m.,396000,20,0,475200,CORDOBA,PEUGEOT,PEUGEOT 207 COMPACT 1.9 5 P. XS D,2009,"430.000,00",34000,12/17/2020 12:00:00 a. m.
212,98,4,54804,9/23/2020,10/1/2020 12:00:00 a. m.,250000,20,20000,324000,MORON,VOLKSWAGEN,VW CADDY 1.9 SD A/A,2007,"288.500,00",38500,2/1/2021 12:00:00 a. m.
213,98,4,54931,9/23/2020,9/27/2020 12:00:00 a. m.,624000,10,0,686400,BUENOS AIRES,CHEVROLET,CHEVROLET SPIN 1.3 LTZ MT 5 AS,2013,"500.000,00",-124000,4/28/2021 12:00:00 a. m.
214,98,4,54947,9/23/2020,9/28/2020 12:00:00 a. m.,396000,20,0,475200,CORDOBA,CITROEN,CITROEN C 4 1.6 I X 5 PTAS.,2011,"430.200,00",34200,1/5/2021 12:00:00 a. m.
215,98,4,55286,9/8/2020,5/18/2021 12:00:00 a. m.,816000,20,0,979200,CORDOBA,PEUGEOT,PEUGEOT PARTNER 1.6 HDI CONFORT 5 PLAZAS,2015,"725.000,00",-91000,7/1/2021 12:00:00 a. m.
216,98,4,55524,9/24/2020,9/28/2020 12:00:00 a. m.,251000,20,15000,319200,MARTINEZ,VOLKSWAGEN,VW GOL 1.6 5 P. POWER LN AA DH,2007,"290.000,00",39000,3/19/2021 12:00:00 a. m.
217,98,4,56308,9/25/2020,10/1/2020 12:00:00 a. m.,2556000,20,0,3067200,MORON,MERCEDES BENZ,M.BENZ SPRINTER 415 COMBI 3665 TE 15+1,2013,"2.662.500,00",106500,2/4/2021 12:00:00 a. m.
218,98,4,56323,9/26/2020,11/3/2020 12:00:00 a. m.,1500000,99,0,1500000,CASA MATRIZ,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X4 TDI SRV CU,2014,"1.500.000,00",0,1/25/2021 12:00:00 a. m.
219,98,4,56446,9/26/2020,10/14/2020 12:00:00 a. m.,2100000,20,0,2520000,MONTE GRANDE,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X4 TDI SRV CU A,2012,"2.500.000,00",400000,8/21/2021 12:00:00 a. m.
220,98,4,57204,9/27/2020,10/3/2020 12:00:00 a. m.,3204000,20,0,3844800,AVELLANEDA,FORD,FORD CARGO 1723/37 EV 4X2 CD,2018,"3.844.800,00",640800,3/9/2021 12:00:00 a. m.
221,98,4,57212,9/27/2020,10/3/2020 12:00:00 a. m.,1900000,20,220000,2544000,AVELLANEDA,ACOPLADO,ACOPLADO,2018,"2.500.000,00",600000,3/3/2021 12:00:00 a. m.
222,98,4,57272,9/25/2020,,438000,20,32000,564000,MONTE GRANDE,VOLKSWAGEN,VW VOYAGE 1.6 COMFORTLINE PL AB I MOT,2012,"470.000,00",32000,12/1/2020 12:00:00 a. m.
223,98,4,57697,9/27/2020,9/30/2020 12:00:00 a. m.,354000,20,0,424800,MONTE GRANDE,RENAULT,RENAULT LOGAN 1.5 DCI PACK L/10,2011,"390.000,00",36000,3/12/2021 12:00:00 a. m.
224,98,4,57972,9/25/2020,10/4/2020 12:00:00 a. m.,372000,20,0,446400,MORON,RENAULT,RENAULT MEGANE II 2.0 LUXE,2009,"432.000,00",60000,12/16/2020 12:00:00 a. m.
225,98,4,58258,9/24/2020,10/13/2020 12:00:00 a. m.,294000,20,0,352800,MORON,FORD,FORD FOCUS AMBIENTE 1.8 TDI 5 PTAS.,2004,"330.000,00",36000,3/18/2021 12:00:00 a. m.
226,98,4,58829,9/23/2020,10/9/2020 12:00:00 a. m.,892000,20,0,1070400,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT PARTNER 1.6 HDI CONFORT PLC AB L10,2016,"855.000,00",-37000,1/29/2021 12:00:00 a. m.
227,98,4,59184,9/29/2020,10/28/2020 12:00:00 a. m.,606000,20,0,727200,BUENOS AIRES,RENAULT,RENAULT DUSTER 1.6 4X2 CONFORT,2014,"715.000,00",109000,12/2/2020 12:00:00 a. m.
228,98,4,59620,9/28/2020,10/13/2020 12:00:00 a. m.,465000,10,0,511500,MORON,PEUGEOT,PEUGEOT 408 2.0 ALLURE +,2011,"511.500,00",46500,3/17/2021 12:00:00 a. m.
229,98,4,59707,8/28/2020,10/6/2020 12:00:00 a. m.,660000,20,0,792000,MORON,KIA,KIA K 2500,2011,"792.000,00",132000,2/23/2021 12:00:00 a. m.
230,98,4,60309,9/27/2020,10/13/2020 12:00:00 a. m.,780000,20,0,936000,AVELLANEDA,AUDI,AUDI A3 2.0 FSI 3 PTAS.,2008,"936.000,00",156000,12/17/2020 12:00:00 a. m.
231,98,4,61181,10/1/2020,5/20/2021 12:00:00 a. m.,744000,99,0,744000,BUENOS AIRES,AUDI,AUDI A4 2.0 TDI (L/05),2005,"744.000,00",0,7/7/2021 12:00:00 a. m.
232,98,4,61975,10/3/2020,12/17/2020 12:00:00 a. m.,3300000,20,0,3960000,SAN MARTIN,MERCEDES BENZ,M.BENZ SPRINTER 515 CDI C 4325 19+1,2013,"2.957.100,00",-342900,5/21/2021 12:00:00 a. m.
233,98,4,62153,10/5/2020,10/15/2020 12:00:00 a. m.,451000,10,0,496100,BUENOS AIRES,FIAT,FIAT NUEVO FIORINO 1.4 8V,2017,"496.100,00",45100,3/2/2021 12:00:00 a. m.
234,98,4,62180,10/5/2020,10/6/2020 12:00:00 a. m.,797000,20,0,956400,MARTINEZ,MERCEDES BENZ,M.BENZ SPRINTER 310D COMBI 3550 14+1 FULL,1998,"563.000,00",-234000,12/21/2020 12:00:00 a. m.
235,98,4,62191,10/5/2020,10/8/2020 12:00:00 a. m.,314000,20,60000,448800,ROSARIO,FORD,FORD FIESTA 1.6 4 PTAS. MAX AMBIEN. PLUS,2009,"436.800,00",122800,1/19/2021 12:00:00 a. m.
236,98,4,62259,10/3/2020,10/6/2020 12:00:00 a. m.,648000,20,0,777600,MONTE GRANDE,CHEVROLET,CHEVROLET CRUZE 1.8 LTZ,2010,"648.000,00",0,2/10/2021 12:00:00 a. m.
237,98,4,62812,10/6/2020,10/7/2020 12:00:00 a. m.,360000,99,0,360000,CASA MATRIZ,RENAULT,RENAULT SYMBOL 1.6 16V CONFORT,2009,"360.000,00",0,1/5/2021 12:00:00 a. m.
238,98,4,63129,10/6/2020,12/9/2020 12:00:00 a. m.,702000,20,0,842400,MENDOZA,PEUGEOT,PEUGEOT 208 1.6 16V ALLURE,2018,"842.400,00",140400,12/29/2020 12:00:00 a. m.
239,98,4,63326,10/1/2020,10/27/2020 12:00:00 a. m.,267600,20,40000,369120,SAN MARTIN,CHEVROLET,CHEVROLET CORSA GL 1.6 WAGON A/A D/H CLASSIC,2007,"273.550,00",5950,4/26/2021 12:00:00 a. m.
240,98,4,63447,10/5/2020,11/18/2020 12:00:00 a. m.,1860000,10,0,2046000,MORON,MERCEDES BENZ,M.BENZ GLK 300 4 MATIC SPORT,2010,"2.046.000,00",186000,2/5/2021 12:00:00 a. m.
241,98,4,64636,10/7/2020,12/9/2020 12:00:00 a. m.,394800,20,0,473760,MORON,VOLKSWAGEN,VW GOLF 1.6 COMFORTLINE,2007,"473.500,00",78700,1/5/2021 12:00:00 a. m.
242,98,4,65815,10/8/2020,11/17/2020 12:00:00 a. m.,327000,20,120000,536400,MORON,FORD,FORD F-100 6 CIL ST,1984,"536.400,00",209400,2/11/2021 12:00:00 a. m.
